"country","customer_id","invoice_number","invoice_generated_date","invoice_due_date","invoice_amount","invoice_settled_date","days_to_settle","days_late","invoice_status","invoice_dispute_resolution"
Spain,"1168-BEASA",8011401581,2020-02-29,2020-03-30,2463,2020-03-21,21,0,Accepted,In favor of Yellevate
Russia,"8887-NCUZC",8016290722,2020-12-01,2020-12-31,3080,2021-01-09,39,9,Accepted,In favor of Yellevate
China,"0709-LZRJV",8017340942,2021-04-23,2021-05-23,1953,2021-05-21,28,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",8019405718,2021-06-06,2021-07-06,4799,2021-07-11,35,5,Disputed,In favor of Yellevate
Russia,"2824-HJQPP",8024350758,2020-09-04,2020-10-04,4451,2020-09-28,24,0,Accepted,In favor of Yellevate
China,"2676-DZINU",8026688554,2021-02-14,2021-03-16,6072,2021-02-23,9,0,Accepted,In favor of Yellevate
Russia,"1604-LIFKX",8030080145,2020-07-02,2020-08-01,8716,2020-08-06,35,5,Accepted,In favor of Yellevate
China,"0379-NEVHP",8033892101,2021-04-03,2021-05-03,7434,2021-04-19,16,0,Accepted,In favor of Yellevate
China,"2423-QOKIO",8035927112,2021-03-14,2021-04-13,4827,2021-04-10,27,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",8044630018,2020-07-13,2020-08-12,4668,2020-07-30,17,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",8052943053,2021-11-27,2021-12-27,7160,2021-12-18,21,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",8056734091,2020-09-14,2020-10-14,5087,2020-10-03,19,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",8057232722,2020-01-09,2020-02-08,8312,2020-01-30,21,0,Accepted,In favor of Yellevate
France,"6833-ETVHD",8061367328,2020-06-06,2020-07-06,8279,2020-06-18,12,0,Accepted,In favor of Yellevate
France,"9758-AIEIK",8062397322,2021-09-14,2021-10-14,6965,2021-10-01,17,0,Accepted,In favor of Yellevate
China,"9014-WENVB",8066534559,2021-09-26,2021-10-26,6495,2021-10-19,23,0,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",8066734147,2020-06-04,2020-07-04,4171,2020-06-16,12,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",8075572741,2021-02-01,2021-03-03,6959,2021-03-09,36,6,Disputed,In favor of Customer
Russia,"8102-ABPKQ",8077742155,2020-07-31,2020-08-30,5550,2020-09-13,44,14,Disputed,In favor of Yellevate
China,"8820-BLYDZ",8081319512,2020-01-06,2020-02-05,7805,2020-01-16,10,0,Accepted,In favor of Yellevate
France,"4651-PMEXQ",8082355258,2020-07-12,2020-08-11,6884,2020-08-03,22,0,Accepted,In favor of Yellevate
France,"4092-ZAVRG",8082796197,2021-02-06,2021-03-08,8293,2021-02-10,4,0,Accepted,In favor of Yellevate
Russia,"3271-HYHDN",8086151417,2021-01-09,2021-02-08,4985,2021-01-12,3,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",8088935090,2020-12-20,2021-01-19,5003,2021-01-23,34,4,Accepted,In favor of Yellevate
China,"6708-DPYTF",8097727269,2020-07-11,2020-08-10,6900,2020-08-13,33,3,Accepted,In favor of Yellevate
France,"6048-QPZCF",4516618888,2021-07-07,2021-08-06,7196,2021-08-02,26,0,Disputed,In favor of Customer
Spain,"1408-OQZUE",8099966017,2021-06-21,2021-07-21,3678,2021-08-04,44,14,Disputed,In favor of Yellevate
United States,"6831-FIODB",8106002715,2021-01-20,2021-02-19,1744,2021-02-20,31,1,Accepted,In favor of Yellevate
China,"6708-DPYTF",8111779828,2021-10-24,2021-11-23,9324,2021-12-03,40,10,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",8119664084,2021-09-29,2021-10-29,4732,2021-09-30,1,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",8130568082,2020-04-06,2020-05-06,6730,2020-05-01,25,0,Accepted,In favor of Yellevate
France,"8976-AMJEO",8131076647,2020-12-08,2021-01-07,6872,2021-01-02,25,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",8394111674,2021-07-10,2021-08-09,7888,2021-07-31,21,0,Disputed,In favor of Customer
France,"9758-AIEIK",8136944092,2020-03-23,2020-04-22,3739,2020-04-20,28,0,Accepted,In favor of Yellevate
France,"1447-YZKCL",8137093063,2021-08-22,2021-09-21,7869,2021-09-26,35,5,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",8140634585,2021-07-06,2021-08-05,2490,2021-08-07,32,2,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",8143888831,2020-02-16,2020-03-17,6402,2020-03-16,29,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",8144548869,2020-05-16,2020-06-15,3620,2020-06-06,21,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",8146803755,2020-01-29,2020-02-28,4983,2020-03-06,37,7,Accepted,In favor of Yellevate
United States,"5592-UQXSS",8147753421,2020-06-21,2020-07-21,822,2020-07-07,16,0,Accepted,In favor of Yellevate
Spain,"1168-BEASA",8147793831,2021-02-03,2021-03-05,2065,2021-02-21,18,0,Accepted,In favor of Yellevate
France,"6048-QPZCF",4771056498,2021-07-12,2021-08-11,7145,2021-07-28,16,0,Disputed,In favor of Yellevate
United States,"7050-KQLDO",8149632060,2021-03-18,2021-04-17,8833,2021-04-12,25,0,Accepted,In favor of Yellevate
United States,"6831-FIODB",8156321502,2020-08-27,2020-09-26,5208,2020-09-24,28,0,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",8158808494,2020-02-21,2020-03-22,5621,2020-03-10,18,0,Disputed,In favor of Yellevate
France,"9758-AIEIK",8161191244,2021-07-13,2021-08-12,10979,2021-08-16,34,4,Disputed,In favor of Yellevate
Russia,"6627-ELFBK",8164212163,2021-04-30,2021-05-30,2741,2021-06-06,37,7,Disputed,In favor of Yellevate
France,"2621-XCLEH",9153643214,2021-07-16,2021-08-15,7808,2021-09-02,48,18,Disputed,In favor of Yellevate
Spain,"8690-EEBEO",8164708697,2020-04-24,2020-05-24,5280,2020-05-30,36,6,Accepted,In favor of Yellevate
China,"2125-HJDLA",8165388862,2021-09-22,2021-10-22,4246,2021-11-01,40,10,Accepted,In favor of Yellevate
France,"9758-AIEIK",8166776603,2020-01-31,2020-03-01,8113,2020-02-20,20,0,Accepted,In favor of Yellevate
United States,"7856-ODQFO",8184291649,2021-04-07,2021-05-07,947,2021-04-27,20,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",8193327667,2020-07-14,2020-08-13,5770,2020-07-31,17,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",8193630211,2020-03-10,2020-04-09,8582,2020-04-14,35,5,Disputed,In favor of Yellevate
France,"3448-OWJOT",5160746172,2021-07-17,2021-08-16,7689,2021-08-10,24,0,Disputed,In favor of Yellevate
United States,"6077-FDQRK",8200853537,2020-11-14,2020-12-14,6066,2020-11-29,15,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",8203817830,2020-03-23,2020-04-22,9234,2020-03-28,5,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",8207456004,2020-03-09,2020-04-08,1857,2020-04-01,23,0,Accepted,In favor of Yellevate
Spain,"1168-BEASA",8223221939,2020-11-16,2020-12-16,8422,2020-12-28,42,12,Disputed,In favor of Yellevate
United States,"7260-ZHAKS",8227346978,2021-01-30,2021-03-01,5371,2021-02-25,26,0,Accepted,In favor of Yellevate
Russia,"3271-HYHDN",8240701264,2021-01-05,2021-02-04,4610,2021-01-12,7,0,Accepted,In favor of Yellevate
China,"9014-WENVB",8240803259,2020-06-20,2020-07-20,6707,2020-07-20,30,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",8243963846,2020-03-04,2020-04-03,5930,2020-03-31,27,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",8244116210,2020-08-06,2020-09-05,4735,2020-08-28,22,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",8249581875,2021-12-02,2022-01-01,3850,2021-12-16,14,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",8252449224,2020-12-18,2021-01-17,10868,2020-12-22,4,0,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",8258508334,2020-07-25,2020-08-24,6139,2020-09-04,41,11,Disputed,In favor of Yellevate
France,"8389-TCXFQ",9506972426,2021-07-17,2021-08-16,7626,2021-08-13,27,0,Disputed,In favor of Customer
United States,"7228-LEPPM",8262359020,2021-01-16,2021-02-15,4774,2021-02-26,41,11,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",8269617897,2021-07-28,2021-08-27,4179,2021-08-12,15,0,Accepted,In favor of Yellevate
China,"6632-CGYHU",8273477766,2020-01-29,2020-02-28,5113,2020-02-21,23,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",8273521159,2021-08-17,2021-09-16,5760,2021-09-06,20,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",8276169596,2021-06-12,2021-07-12,5319,2021-06-28,16,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",8277025756,2020-12-02,2021-01-01,8474,2021-01-08,37,7,Accepted,In favor of Yellevate
China,"2820-XGXSB",8282397668,2021-08-22,2021-09-21,10267,2021-08-29,7,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",8284200295,2021-08-11,2021-09-10,9042,2021-09-12,32,2,Accepted,In favor of Yellevate
France,"6833-ETVHD",8292540307,2021-08-12,2021-09-11,7588,2021-09-02,21,0,Accepted,In favor of Yellevate
France,"1447-YZKCL",8401420623,2021-07-19,2021-08-18,11666,2021-08-28,40,10,Disputed,In favor of Yellevate
United States,"0465-DTULQ",8301711992,2021-07-29,2021-08-28,8336,2021-08-26,28,0,Disputed,In favor of Yellevate
France,"9322-YCTQO",8315488143,2021-01-08,2021-02-07,8998,2021-02-11,34,4,Accepted,In favor of Yellevate
China,"2423-QOKIO",8317322623,2021-04-23,2021-05-23,7498,2021-05-28,35,5,Accepted,In favor of Yellevate
United States,"6831-FIODB",8329193507,2021-08-08,2021-09-07,4320,2021-08-26,18,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",8336544833,2021-08-10,2021-09-09,4549,2021-09-01,22,0,Accepted,In favor of Yellevate
China,"3598-DNURW",8342469093,2020-11-16,2020-12-16,4607,2020-11-23,7,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",8343505064,2020-12-16,2021-01-15,6120,2021-01-15,30,0,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",8346126237,2021-10-31,2021-11-30,6143,2021-11-05,5,0,Accepted,In favor of Yellevate
United States,"7228-LEPPM",8346602190,2020-08-07,2020-09-06,6058,2020-09-10,34,4,Accepted,In favor of Yellevate
China,"0187-ERLSR",8350497297,2021-03-16,2021-04-15,7327,2021-04-04,19,0,Disputed,In favor of Yellevate
China,"6708-DPYTF",8365287542,2020-08-01,2020-08-31,5769,2020-09-08,38,8,Accepted,In favor of Yellevate
France,"8389-TCXFQ",8365605418,2021-06-06,2021-07-06,6516,2021-06-14,8,0,Accepted,In favor of Yellevate
France,"7938-EVASK",7249316066,2021-07-21,2021-08-20,7868,2021-09-02,43,13,Disputed,In favor of Yellevate
Spain,"9250-VHLWY",8375759964,2020-05-24,2020-06-23,3683,2020-06-17,24,0,Accepted,In favor of Yellevate
France,"4092-ZAVRG",4591110269,2021-07-23,2021-08-22,7288,2021-08-11,19,0,Disputed,In favor of Customer
China,"0379-NEVHP",8385411888,2021-02-17,2021-03-19,7925,2021-03-11,22,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",8389404239,2021-04-11,2021-05-11,4406,2021-05-11,30,0,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",8389561226,2020-03-24,2020-04-23,5367,2020-04-17,24,0,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",8390889307,2020-09-23,2020-10-23,6792,2020-11-06,44,14,Disputed,In favor of Yellevate
China,"2820-XGXSB",8391160851,2020-08-25,2020-09-24,7453,2020-09-01,7,0,Accepted,In favor of Yellevate
France,"5573-KSOIA",8391971820,2020-01-20,2020-02-19,7091,2020-02-23,34,4,Accepted,In favor of Yellevate
France,"7600-OISKG",681889913,2021-07-24,2021-08-23,4817,2021-08-22,29,0,Disputed,In favor of Yellevate
France,"7938-EVASK",8400290228,2020-07-13,2020-08-12,8831,2020-08-28,46,16,Accepted,In favor of Yellevate
France,"5284-DJOZO",9219327120,2021-07-25,2021-08-24,6030,2021-08-11,17,0,Disputed,In favor of Customer
Spain,"3271-YDPUJ",8412636726,2020-02-04,2020-03-05,4329,2020-02-28,24,0,Accepted,In favor of Yellevate
United States,"0706-NRGUP",8419584909,2021-02-07,2021-03-09,2649,2021-03-16,37,7,Accepted,In favor of Yellevate
France,"9117-LYRCE",8420453376,2020-10-11,2020-11-10,8660,2020-11-13,33,3,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",8426420017,2021-01-31,2021-03-02,1548,2021-02-12,12,0,Accepted,In favor of Yellevate
France,"1447-YZKCL",8427086210,2021-10-30,2021-11-29,8727,2021-12-05,36,6,Accepted,In favor of Yellevate
China,"9174-IYKOC",8428274862,2021-04-07,2021-05-07,7701,2021-04-29,22,0,Accepted,In favor of Yellevate
China,"5920-DPXLN",8429016073,2020-10-25,2020-11-24,4055,2020-11-21,27,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",8429898953,2020-09-12,2020-10-12,5100,2020-10-05,23,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",8444345875,2020-02-27,2020-03-28,4171,2020-03-11,13,0,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",8447618970,2021-06-18,2021-07-18,6459,2021-08-06,49,19,Disputed,In favor of Yellevate
United States,"0706-NRGUP",8449889683,2020-11-14,2020-12-14,2061,2020-12-09,25,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",8450356834,2021-03-09,2021-04-08,5021,2021-04-08,30,0,Accepted,In favor of Yellevate
France,"9771-QTLGZ",4160925882,2021-07-26,2021-08-25,4119,2021-08-11,16,0,Disputed,In favor of Yellevate
France,"0783-PEPYR",8456442808,2021-07-05,2021-08-04,4956,2021-08-16,42,12,Accepted,In favor of Yellevate
France,"4640-FGEJI",8459323044,2021-01-14,2021-02-13,4013,2021-02-17,34,4,Accepted,In favor of Yellevate
United States,"0465-DTULQ",8461427104,2021-01-11,2021-02-10,5214,2021-02-20,40,10,Disputed,In favor of Yellevate
Russia,"2824-HJQPP",8462827944,2021-04-01,2021-05-01,5240,2021-04-18,17,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",8464039248,2021-06-30,2021-07-30,6305,2021-07-03,3,0,Accepted,In favor of Yellevate
Spain,"3271-YDPUJ",8466153246,2020-06-03,2020-07-03,3530,2020-07-03,30,0,Accepted,In favor of Yellevate
France,"2621-XCLEH",8912612689,2021-07-28,2021-08-27,9217,2021-09-12,46,16,Disputed,In favor of Yellevate
Spain,"7372-CESLR",8469604228,2021-06-08,2021-07-08,4634,2021-06-21,13,0,Accepted,In favor of Yellevate
Spain,"6177-VTITE",8471061442,2020-11-24,2020-12-24,1906,2020-12-09,15,0,Disputed,In favor of Yellevate
Spain,"9286-VLKMI",8471592455,2020-12-30,2021-01-29,5196,2021-01-04,5,0,Accepted,In favor of Yellevate
China,"9014-WENVB",8473757844,2021-06-05,2021-07-05,2613,2021-07-13,38,8,Accepted,In favor of Yellevate
France,"6048-QPZCF",8478661655,2021-09-24,2021-10-24,5437,2021-09-29,5,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",8482497127,2021-04-12,2021-05-12,1606,2021-05-07,25,0,Accepted,In favor of Yellevate
France,"4092-ZAVRG",8483378519,2020-01-04,2020-02-03,7521,2020-01-13,9,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",8488549558,2020-04-28,2020-05-28,4362,2020-06-12,45,15,Disputed,In favor of Yellevate
Russia,"7695-NKUXM",8489952796,2021-06-22,2021-07-22,5319,2021-06-25,3,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",8493182849,2020-01-18,2020-02-17,1803,2020-03-22,64,34,Accepted,In favor of Yellevate
France,"3448-OWJOT",781909762,2021-07-30,2021-08-29,6671,2021-09-09,41,11,Disputed,In favor of Customer
United States,"2026-XLBER",8503873648,2020-10-29,2020-11-28,3787,2020-11-11,13,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",8513935149,2020-08-04,2020-09-03,3014,2020-08-30,26,0,Accepted,In favor of Yellevate
France,"7600-OISKG",3109120531,2021-08-04,2021-09-03,9054,2021-09-02,29,0,Disputed,In favor of Yellevate
France,"8976-AMJEO",8517033976,2021-03-21,2021-04-20,7099,2021-04-23,33,3,Accepted,In favor of Yellevate
Russia,"5613-UHVMG",8523083533,2020-09-12,2020-10-12,4112,2020-10-21,39,9,Disputed,In favor of Customer
United States,"2687-XWAMA",8527409222,2020-05-19,2020-06-18,6797,2020-05-31,12,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",8528877072,2020-01-12,2020-02-11,6419,2020-02-24,43,13,Accepted,In favor of Yellevate
United States,"4460-ZXNDN",8548423449,2020-06-09,2020-07-09,5160,2020-07-23,44,14,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",8551131035,2020-11-19,2020-12-19,8687,2020-12-08,19,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",8553422918,2021-11-26,2021-12-26,5142,2021-12-18,22,0,Accepted,In favor of Yellevate
Spain,"8942-ERSWK",8564835935,2021-10-27,2021-11-26,953,2021-11-01,5,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",8568370573,2020-01-18,2020-02-17,5655,2020-03-12,54,24,Disputed,In favor of Yellevate
China,"0709-LZRJV",8575598490,2020-07-13,2020-08-12,2698,2020-08-24,42,12,Disputed,In favor of Yellevate
Spain,"9250-VHLWY",8576086686,2020-03-14,2020-04-13,3800,2020-03-29,15,0,Accepted,In favor of Yellevate
China,"6708-DPYTF",8582366228,2020-09-03,2020-10-03,2742,2020-10-06,33,3,Accepted,In favor of Yellevate
Spain,"8942-ERSWK",8585978960,2021-10-19,2021-11-18,739,2021-10-29,10,0,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",8595337570,2020-08-19,2020-09-18,4425,2020-08-22,3,0,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",8598688213,2020-02-25,2020-03-26,2593,2020-04-02,37,7,Accepted,In favor of Yellevate
Russia,"6004-KITZM",8604269690,2021-08-01,2021-08-31,8337,2021-08-30,29,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",8610241270,2020-03-14,2020-04-13,9582,2020-03-31,17,0,Accepted,In favor of Yellevate
France,"5284-DJOZO",8615012107,2020-01-27,2020-02-26,5381,2020-02-11,15,0,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",8623313803,2020-02-07,2020-03-08,4452,2020-03-17,39,9,Accepted,In favor of Yellevate
Spain,"7372-CESLR",8631854540,2021-04-15,2021-05-15,2245,2021-05-12,27,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",8634528747,2020-09-10,2020-10-10,5282,2020-09-28,18,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",8636390396,2020-03-29,2020-04-28,5538,2020-04-22,24,0,Accepted,In favor of Yellevate
Spain,"6296-UKEUZ",8638140916,2020-12-07,2021-01-06,2142,2020-12-08,1,0,Accepted,In favor of Yellevate
China,"3598-DNURW",8645315959,2020-01-26,2020-02-25,4702,2020-02-09,14,0,Accepted,In favor of Yellevate
United States,"5592-UQXSS",8653422623,2021-02-06,2021-03-08,3722,2021-03-03,25,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",8656503168,2021-05-19,2021-06-18,3515,2021-06-05,17,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",8659733546,2021-07-01,2021-07-31,5797,2021-07-14,13,0,Accepted,In favor of Yellevate
Spain,"6296-UKEUZ",8663805291,2021-03-05,2021-04-04,1480,2021-03-07,2,0,Accepted,In favor of Yellevate
France,"9771-QTLGZ",4318317513,2021-08-17,2021-09-16,6464,2021-09-04,18,0,Disputed,In favor of Customer
China,"1080-NDGAE",8673161784,2021-01-15,2021-02-14,10000,2021-02-13,29,0,Disputed,In favor of Yellevate
Spain,"8690-EEBEO",8673355331,2021-07-26,2021-08-25,6418,2021-08-26,31,1,Accepted,In favor of Yellevate
China,"9174-IYKOC",8675080549,2021-11-24,2021-12-24,5162,2021-12-18,24,0,Accepted,In favor of Yellevate
China,"7329-TWKLF",8680785503,2021-09-08,2021-10-08,8450,2021-09-23,15,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",8682159283,2020-10-19,2020-11-18,4500,2020-10-31,12,0,Accepted,In favor of Yellevate
France,"2621-XCLEH",8691041327,2020-04-16,2020-05-16,7406,2020-05-30,44,14,Accepted,In favor of Yellevate
China,"5196-TWQXF",8696910353,2020-06-21,2020-07-21,8234,2020-07-04,13,0,Accepted,In favor of Yellevate
France,"4651-PMEXQ",8701747713,2020-01-09,2020-02-08,10032,2020-02-11,33,3,Accepted,In favor of Yellevate
France,"6833-ETVHD",8710240010,2020-09-15,2020-10-15,8417,2020-10-02,17,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",8711368352,2020-11-18,2020-12-18,8049,2020-12-25,37,7,Disputed,In favor of Customer
United States,"7260-ZHAKS",8711889452,2021-05-17,2021-06-16,5531,2021-06-12,26,0,Accepted,In favor of Yellevate
Russia,"5613-UHVMG",8713304663,2020-10-04,2020-11-03,6459,2020-11-26,53,23,Disputed,In favor of Yellevate
France,"5164-VMYWJ",8718207011,2020-10-25,2020-11-24,6520,2020-11-11,17,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",8718899384,2020-11-20,2020-12-20,3812,2020-12-12,22,0,Disputed,In favor of Yellevate
China,"6160-HCSFI",8731613770,2020-01-18,2020-02-17,7744,2020-02-11,24,0,Accepted,In favor of Yellevate
France,"9322-YCTQO",8732544679,2021-07-16,2021-08-15,8639,2021-08-26,41,11,Accepted,In favor of Yellevate
France,"1447-YZKCL",7218760518,2021-08-18,2021-09-17,6293,2021-09-21,34,4,Disputed,In favor of Customer
China,"2423-QOKIO",8733352411,2021-06-17,2021-07-17,6421,2021-07-03,16,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",8737102611,2021-01-02,2021-02-01,2750,2021-01-27,25,0,Accepted,In favor of Yellevate
China,"6708-DPYTF",8738019739,2020-01-21,2020-02-20,9219,2020-02-19,29,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",8742038745,2020-06-01,2020-07-01,5591,2020-06-07,6,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",8748260263,2020-12-31,2021-01-30,4481,2021-02-16,47,17,Accepted,In favor of Yellevate
United States,"6831-FIODB",8765324049,2020-01-16,2020-02-15,6284,2020-02-10,25,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",8772170448,2020-05-22,2020-06-21,5974,2020-06-18,27,0,Accepted,In favor of Yellevate
Russia,"1604-LIFKX",8780390122,2020-08-17,2020-09-16,8795,2020-09-27,41,11,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",8786637235,2021-10-15,2021-11-14,6071,2021-11-08,24,0,Disputed,In favor of Yellevate
France,"1447-YZKCL",8788784425,2020-04-12,2020-05-12,7329,2020-05-18,36,6,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",8788830849,2021-09-03,2021-10-03,8491,2021-09-19,16,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",8793921356,2021-08-17,2021-09-16,8291,2021-08-28,11,0,Accepted,In favor of Yellevate
United States,"3831-FXWYK",8808258474,2020-11-04,2020-12-04,6603,2020-12-05,31,1,Accepted,In favor of Yellevate
United States,"0706-NRGUP",8810803769,2020-07-23,2020-08-22,2962,2020-08-31,39,9,Accepted,In favor of Yellevate
China,"3598-DNURW",8813796388,2021-04-26,2021-05-26,5706,2021-05-11,15,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",8815422174,2021-07-17,2021-08-16,2942,2021-08-10,24,0,Accepted,In favor of Yellevate
United States,"7260-ZHAKS",8820244619,2021-09-12,2021-10-12,1970,2021-10-06,24,0,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",8828293477,2020-08-02,2020-09-01,6790,2020-08-18,16,0,Accepted,In favor of Yellevate
Spain,"1168-BEASA",8835176664,2020-12-30,2021-01-29,5986,2021-01-25,26,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",8840023232,2020-02-07,2020-03-08,8889,2020-02-29,22,0,Accepted,In favor of Yellevate
France,"6833-ETVHD",8844419761,2021-05-10,2021-06-09,5469,2021-06-01,22,0,Accepted,In favor of Yellevate
Spain,"9460-VAZGD",8852045930,2020-04-16,2020-05-16,6478,2020-05-13,27,0,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",8857063465,2021-02-14,2021-03-16,778,2021-03-15,29,0,Accepted,In favor of Yellevate
China,"8820-BLYDZ",8857627389,2020-04-08,2020-05-08,8349,2020-04-20,12,0,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",8861999698,2020-07-28,2020-08-27,4524,2020-09-12,46,16,Disputed,In favor of Yellevate
Spain,"9460-VAZGD",8862522772,2020-05-31,2020-06-30,2691,2020-06-21,21,0,Accepted,In favor of Yellevate
China,"2423-QOKIO",8864060748,2021-08-13,2021-09-12,6106,2021-08-30,17,0,Accepted,In favor of Yellevate
France,"0783-PEPYR",5564408624,2021-08-22,2021-09-21,5069,2021-10-05,44,14,Disputed,In favor of Yellevate
Russia,"3271-HYHDN",8871842653,2020-03-05,2020-04-04,5707,2020-03-14,9,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",8873482075,2020-05-21,2020-06-20,9386,2020-06-13,23,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",8875015994,2020-11-16,2020-12-16,7621,2020-12-20,34,4,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",8891547275,2021-02-18,2021-03-20,5853,2021-03-18,28,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",8892880121,2020-06-22,2020-07-22,4835,2020-07-18,26,0,Accepted,In favor of Yellevate
China,"0379-NEVHP",8893171508,2021-05-29,2021-06-28,6849,2021-06-06,8,0,Accepted,In favor of Yellevate
Spain,"8942-ERSWK",8893780423,2021-10-19,2021-11-18,2022,2021-10-27,8,0,Accepted,In favor of Yellevate
United States,"7856-ODQFO",8898728543,2021-04-07,2021-05-07,8415,2021-05-07,30,0,Disputed,In favor of Yellevate
United States,"7260-ZHAKS",8900955747,2020-09-06,2020-10-06,4499,2020-09-26,20,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",8908680989,2021-03-31,2021-04-30,4807,2021-04-26,26,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",8911239770,2021-04-24,2021-05-24,6934,2021-05-28,34,4,Accepted,In favor of Yellevate
France,"4092-ZAVRG",368163381,2021-08-23,2021-09-22,6268,2021-09-11,19,0,Disputed,In favor of Customer
China,"3569-VJWXS",8921244707,2021-01-26,2021-02-25,5842,2021-02-19,24,0,Accepted,In favor of Yellevate
China,"2423-QOKIO",8922128667,2021-03-05,2021-04-04,7349,2021-04-01,27,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",8925106994,2021-01-18,2021-02-17,6448,2021-02-23,36,6,Accepted,In favor of Yellevate
United States,"9323-NDIOV",8926617482,2020-11-25,2020-12-25,5201,2021-01-19,55,25,Disputed,In favor of Yellevate
United States,"2447-JCFGW",8927871048,2021-03-19,2021-04-18,6660,2021-04-11,23,0,Accepted,In favor of Yellevate
United States,"5592-UQXSS",8935367432,2020-04-09,2020-05-09,6316,2020-05-26,47,17,Disputed,In favor of Yellevate
China,"2423-QOKIO",8938303761,2020-06-02,2020-07-02,7395,2020-06-28,26,0,Accepted,In favor of Yellevate
